InvoiceNo,Description,Quantity
102219,Toothbrush,2
102219,Orange,2
102219,Sugar,2
102220,Chips,1
102220,Detergent,3
102220,Soft Drink,2
102221,Carrot,3
102221,Coffee,2
102221,Grapes,1
102222,Onion,3
102222,Popcorn,1
102222,Cheese,1
102222,Soft Drink,2
102223,Cookies,3
102223,Chicken,2
102223,Chocolate,2
102223,Yogurt,2
102223,Cooking Oil,1
102223,Biscuits,2
102224,Biscuits,1
102224,Shampoo,1
102224,Grapes,3
102225,Potato,3
102225,Spices,3
102225,Shampoo,2
102225,Yogurt,2
102225,Fish,2
102225,Toothbrush,3
102226,Cookies,1
102226,Dishwashing Liquid,2
102226,Orange,1
102227,Salt,2
102227,Tomato,2
102227,Rice,3
102227,Tissue Paper,2
102228,Eggs,3
102228,Salt,2
102228,Rice,2
102228,Soft Drink,2
102229,Butter,1
102229,Banana,1
102229,Bread,2
102229,Orange,3
102230,Tea,1
102230,Apple,3
102230,Conditioner,2
102230,Wheat Flour,2
102231,Banana,2
102231,Cheese,1
102231,Toothbrush,3
102232,Fruit Juice,2
102232,Soap,3
102232,Coffee,1
102232,Soft Drink,1
102232,Conditioner,1
102233,Milk,3
102233,Banana,1
102233,Jam,2
102233,Soft Drink,3
102233,Biscuits,3
102234,Spices,1
102234,Cooking Oil,3
102234,Chicken,3
102235,Cookies,2
102235,Banana,3
102235,Chicken,1
102235,Tea,2
102235,Coffee,1
102236,Jam,2
102236,Sugar,2
102236,Soft Drink,1
102236,Toothpaste,3
102237,Potato,1
102237,Detergent,1
102237,Chicken,3
102237,Toothpaste,1
102238,Fruit Juice,2
102238,Tea,1
102238,Yogurt,3
102238,Orange,2
102238,Tomato,1
102239,Soap,1
102239,Apple,3
102239,Conditioner,3
102239,Butter,3
102239,Sugar,3
102239,Orange,3
102239,Wheat Flour,1
102240,Cookies,1
102240,Detergent,3
102240,Bread,3
102240,Jam,3
102240,Coffee,3
102240,Soft Drink,2
102240,Butter,2
102241,Popcorn,2
102241,Rice,2
102241,Dishwashing Liquid,3
102242,Banana,3
102242,Tissue Paper,3
102242,Bread,1
102242,Shampoo,2
102242,Jam,3
102242,Grapes,2
102243,Cheese,2
102243,Chicken,1
102243,Dishwashing Liquid,3
102243,Cooking Oil,1
102243,Grapes,2
102243,Soft Drink,2
102244,Popcorn,2
102244,Potato,2
102244,Salt,1
102244,Butter,2
102244,Wheat Flour,2
102245,Eggs,2
102245,Detergent,3
102245,Wheat Flour,3
102246,Onion,2
102246,Banana,3
102246,Cheese,2
102246,Bread,3
102247,Banana,1
102247,Rice,3
102247,Spices,2
102247,Fish,3
102247,Biscuits,1
102248,Milk,2
102248,Popcorn,1
102248,Grapes,2
102248,Soft Drink,3
102248,Biscuits,1
102249,Popcorn,2
102249,Chicken,3
102249,Grapes,2
102249,Tomato,2
102250,Spices,1
102250,Carrot,2
102250,Shampoo,1
102250,Tissue Paper,2
102251,Cookies,2
102251,Popcorn,1
102251,Chicken,1
102251,Salt,1
102251,Soft Drink,2
102251,Tomato,3
102252,Toothpaste,2
102252,Cookies,1
102252,Toothbrush,1
102253,Chicken,2
102253,Fruit Juice,2
102253,Eggs,1
102253,Spices,3
102253,Cooking Oil,1
102253,Fish,1
102254,Butter,2
102254,Jam,3
102254,Bread,1
102254,Biscuits,3
102255,Carrot,2
102255,Milk,1
102255,Cookies,1
102255,Chocolate,1
102255,Biscuits,1
102256,Onion,1
102256,Grapes,1
102256,Conditioner,1
102256,Tissue Paper,2
102257,Tea,2
102257,Popcorn,3
102257,Biscuits,1
102257,Sugar,2
102258,Spices,1
102258,Cooking Oil,3
102258,Chicken,1
102259,Tissue Paper,2
102259,Tea,2
102259,Soft Drink,3
102259,Biscuits,3
102259,Tomato,3
102260,Banana,1
102260,Chicken,3
102260,Shampoo,2
102260,Potato,3
102260,Conditioner,3
102261,Milk,3
102261,Onion,1
102261,Chocolate,1
102261,Soft Drink,2
102262,Carrot,2
102262,Spices,1
102262,Salt,3
102262,Orange,1
102262,Toothbrush,3
102263,Tea,3
102263,Chips,2
102263,Fish,2
102263,Orange,2
102264,Cheese,1
102264,Soap,1
102264,Cooking Oil,3
102264,Biscuits,1
102264,Wheat Flour,3
102265,Jam,2
102265,Eggs,3
102265,Detergent,1
102266,Spices,3
102266,Popcorn,1
102266,Fish,2
102267,Shampoo,2
102267,Salt,3
102267,Soap,2
102268,Shampoo,3
102268,Chips,2
102268,Cooking Oil,3
102268,Tomato,1
102268,Sugar,1
102269,Toothpaste,2
102269,Orange,1
102269,Sugar,1
102269,Conditioner,2
102269,Wheat Flour,1
102270,Spices,3
102270,Cooking Oil,1
102270,Chicken,2
102271,Soft Drink,1
102271,Yogurt,2
102271,Dishwashing Liquid,2
102271,Tomato,2
102272,Carrot,2
102272,Chocolate,3
102272,Chicken,3
102272,Spices,2
102272,Cooking Oil,1
102273,Chocolate,1
102273,Shampoo,1
102273,Yogurt,2
102273,Sugar,3
102273,Conditioner,1
102273,Tomato,2
102274,Cookies,2
102274,Onion,1
102274,Yogurt,2
102274,Cooking Oil,2
102274,Orange,2
102275,Carrot,2
102275,Cookies,3
102275,Rice,2
102275,Soap,1
102275,Shampoo,1
102275,Apple,2
102275,Salt,3
102276,Bread,1
102276,Wheat Flour,2
102276,Potato,3
102276,Orange,1
102276,Sugar,3
102277,Carrot,1
102277,Tomato,3
102277,Wheat Flour,1
102278,Shampoo,3
102278,Salt,2
102278,Chicken,3
102278,Wheat Flour,1
102279,Spices,1
102279,Apple,1
102279,Banana,3
102279,Fish,1
102280,Milk,2
102280,Detergent,2
102280,Potato,3
102280,Shampoo,3
102280,Chips,2
102280,Grapes,1
102280,Biscuits,2
102281,Coffee,1
102281,Cheese,3
102281,Bread,3
102281,Sugar,3
102282,Soft Drink,1
102282,Detergent,2
102282,Orange,3
102282,Sugar,3
102283,Banana,2
102283,Cheese,1
102283,Rice,2
102283,Salt,3
102283,Yogurt,1
102283,Soft Drink,3
102284,Milk,1
102284,Cooking Oil,1
102284,Sugar,1
102285,Chocolate,1
102285,Toothpaste,2
102285,Bread,2
102285,Apple,3
102285,Conditioner,3
102285,Sugar,2
102286,Chocolate,1
102286,Eggs,2
102286,Rice,3
102286,Bread,3
102286,Jam,2
102286,Toothbrush,3
102287,Banana,1
102287,Cheese,1
102287,Chicken,2
102287,Bread,3
102287,Potato,2
102287,Orange,1
102288,Potato,1
102288,Milk,2
102288,Dishwashing Liquid,2
102289,Cooking Oil,3
102289,Salt,3
102289,Cheese,3
102289,Rice,3
102290,Butter,2
102290,Apple,1
102290,Yogurt,2
102291,Carrot,3
102291,Onion,1
102291,Popcorn,2
102291,Tomato,1
102292,Banana,3
102292,Chocolate,1
102292,Toothpaste,1
102292,Jam,1
102292,Grapes,3
102292,Toothbrush,3
102293,Milk,1
102293,Bread,3
102293,Coffee,1
102293,Apple,1
102293,Salt,2
102293,Butter,3
102293,Orange,1
102294,Chocolate,2
102294,Tea,3
102294,Eggs,2
102294,Rice,2
102294,Spices,3
102294,Salt,2
102295,Milk,3
102295,Tissue Paper,1
102295,Toothpaste,1
102295,Coffee,2
102295,Salt,1
102295,Sugar,2
102296,Chocolate,2
102296,Jam,3
102296,Chips,3
102296,Butter,1
102296,Tomato,3
102297,Potato,2
102297,Onion,1
102297,Jam,1
102297,Soft Drink,3
102298,Soft Drink,2
102298,Rice,3
102298,Fruit Juice,2
102298,Tissue Paper,2
102299,Banana,1
102299,Chocolate,1
102299,Detergent,1
102299,Shampoo,3
102299,Yogurt,2
102299,Cooking Oil,1
102299,Tomato,1
102300,Cookies,2
102300,Detergent,1
102300,Soap,3
102300,Spices,2
102300,Cooking Oil,3
102301,Cheese,1
102301,Toothpaste,3
102301,Tea,2
102301,Jam,1
102301,Grapes,1
102302,Spices,3
102302,Milk,3
102302,Soap,1
102302,Toothbrush,2
102303,Shampoo,3
102303,Coffee,2
102303,Soap,1
102304,Jam,3
102304,Chips,1
102304,Conditioner,1
102304,Soap,2
102305,Eggs,1
102305,Banana,2
102305,Yogurt,3
102305,Soft Drink,2
102306,Cheese,3
102306,Tea,3
102306,Soap,3
102306,Shampoo,3
102306,Salt,2
102306,Cooking Oil,1
102306,Conditioner,2
102307,Rice,1
102307,Potato,3
102307,Onion,3
102307,Fish,3
102307,Wheat Flour,3
102308,Carrot,3
102308,Popcorn,3
102308,Bread,2
102308,Orange,1
102309,Carrot,2
102309,Potato,3
102309,Fruit Juice,1
102309,Sugar,3
102310,Milk,3
102310,Popcorn,2
102310,Eggs,2
102310,Bread,3
102310,Yogurt,1
102310,Biscuits,2
102311,Tissue Paper,1
102311,Cheese,2
102311,Tomato,1
102312,Tea,1
102312,Biscuits,3
102312,Wheat Flour,1
102312,Sugar,1
102313,Chicken,1
102313,Detergent,2
102313,Rice,2
102313,Spices,3
102313,Salt,3
102313,Cooking Oil,3
102314,Cookies,2
102314,Chicken,1
102314,Chocolate,3
102314,Dishwashing Liquid,3
102314,Tea,2
102314,Eggs,3
102314,Soap,2
102315,Popcorn,2
102315,Eggs,1
102315,Bread,3
102315,Wheat Flour,1
102315,Orange,2
102315,Sugar,2
102316,Fruit Juice,1
102316,Shampoo,1
102316,Apple,1
102316,Toothbrush,3
102316,Sugar,3
102317,Cheese,2
102317,Soft Drink,3
102317,Toothbrush,3
102318,Carrot,3
102318,Jam,2
102318,Tissue Paper,2
102319,Coffee,2
102319,Chips,2
102319,Cheese,3
102319,Chocolate,1
102320,Carrot,1
102320,Eggs,3
102320,Chips,1
102321,Milk,3
102321,Toothpaste,1
102321,Tissue Paper,1
102321,Coffee,3
102321,Salt,3
102321,Yogurt,1
102322,Cookies,2
102322,Banana,3
102322,Cheese,1
102322,Chicken,3
102322,Fish,2
102322,Tomato,2
102323,Popcorn,1
102323,Eggs,3
102323,Bread,3
102323,Rice,2
102323,Cooking Oil,3
102323,Toothbrush,1
102324,Cookies,1
102324,Milk,1
102324,Onion,2
102324,Apple,3
102324,Grapes,3
102325,Cookies,3
102325,Popcorn,2
102325,Chocolate,2
102326,Conditioner,3
102326,Chips,3
102326,Soft Drink,1
102326,Sugar,3
102327,Cookies,2
102327,Tea,2
102327,Bread,2
102327,Onion,3
102327,Cooking Oil,1
102327,Grapes,3
102327,Wheat Flour,2
102328,Popcorn,1
102328,Chocolate,3
102328,Toothpaste,3
102328,Soap,2
102328,Shampoo,3
102328,Onion,1
102328,Toothbrush,2
102329,Rice,3
102329,Spices,3
102329,Salt,3
102329,Cooking Oil,1
102329,Conditioner,2
102330,Milk,2
102330,Chicken,3
102330,Rice,3
102330,Salt,1
102330,Cooking Oil,2
102330,Biscuits,3
102330,Toothbrush,3
102331,Tea,2
102331,Soap,1
102331,Shampoo,3
102331,Jam,1
102331,Soft Drink,3
102331,Biscuits,2
102331,Sugar,3
102332,Jam,2
102332,Yogurt,1
102332,Orange,2
102332,Toothbrush,2
102333,Shampoo,1
102333,Dishwashing Liquid,3
102333,Soap,2
102334,Spices,3
102334,Cooking Oil,1
102334,Salt,2
102334,Rice,3
102335,Potato,1
102335,Cheese,3
102335,Cooking Oil,3
102336,Banana,3
102336,Spices,1
102336,Shampoo,3
102336,Salt,1
102336,Biscuits,1
102337,Milk,3
102337,Tissue Paper,3
102337,Tea,2
102337,Bread,3
102337,Soft Drink,1
102338,Chicken,1
102338,Bread,1
102338,Shampoo,1
102338,Soft Drink,2
102338,Conditioner,3
102339,Carrot,2
102339,Butter,3
102339,Detergent,1
102339,Chocolate,1
102340,Dishwashing Liquid,2
102340,Potato,3
102340,Apple,3
102340,Cooking Oil,2
102340,Biscuits,1
102340,Sugar,3
102341,Banana,2
102341,Chicken,3
102341,Eggs,2
102341,Rice,2
102341,Jam,1
102342,Carrot,2
102342,Shampoo,2
102342,Potato,3
102342,Grapes,1
102343,Banana,3
102343,Cooking Oil,3
102343,Toothbrush,2
102343,Conditioner,3
102343,Wheat Flour,1
102344,Cookies,2
102344,Fruit Juice,2
102344,Detergent,2
102344,Shampoo,3
102344,Onion,2
102344,Orange,1
102345,Spices,3
102345,Potato,3
102345,Soft Drink,2
102345,Soap,1
102346,Popcorn,1
102346,Fruit Juice,2
102346,Detergent,1
102346,Apple,3
102346,Cooking Oil,2
102346,Tomato,2
102346,Wheat Flour,1
102347,Banana,3
102347,Potato,1
102347,Spices,1
102347,Biscuits,2
102347,Butter,1
102348,Banana,3
102348,Chicken,2
102348,Dishwashing Liquid,2
102349,Cookies,3
102349,Milk,1
102349,Banana,1
102349,Tissue Paper,2
102349,Shampoo,1
102349,Onion,2
102350,Milk,2
102350,Detergent,1
102350,Coffee,3
102350,Butter,1
102350,Sugar,3
102351,Tea,1
102351,Biscuits,2
102351,Sugar,3
102352,Cookies,1
102352,Banana,3
102352,Shampoo,3
102352,Apple,1
102352,Tomato,1
102353,Onion,2
102353,Bread,2
102353,Soft Drink,1
102353,Fruit Juice,3
102354,Carrot,3
102354,Onion,1
102354,Cooking Oil,3
102355,Cookies,1
102355,Potato,2
102355,Onion,3
102355,Chips,2
102355,Orange,1
102356,Spices,2
102356,Cookies,3
102356,Tea,2
102356,Chicken,2
102357,Cookies,2
102357,Tea,1
102357,Spices,1
102357,Onion,2
102357,Biscuits,2
102357,Butter,2
102357,Sugar,1
102358,Fruit Juice,1
102358,Potato,2
102358,Jam,1
102358,Apple,3
102358,Sugar,2
102359,Salt,3
102359,Toothbrush,3
102359,Fruit Juice,1
102359,Toothpaste,2
102360,Eggs,3
102360,Cooking Oil,3
102360,Dishwashing Liquid,2
102360,Bread,1
102361,Shampoo,1
102361,Cooking Oil,3
102361,Grapes,3
102361,Fish,3
102361,Butter,2
102361,Toothbrush,2
102361,Tomato,1
102362,Tea,2
102362,Banana,3
102362,Toothpaste,2
102363,Eggs,1
102363,Orange,2
102363,Soft Drink,3
102364,Popcorn,1
102364,Biscuits,2
102364,Grapes,1
102364,Soft Drink,2
102364,Butter,2
102365,Potato,1
102365,Fish,3
102365,Carrot,2
102365,Biscuits,2
102366,Tissue Paper,2
102366,Eggs,3
102366,Apple,2
102366,Chips,1
102366,Grapes,1
102366,Orange,1
102367,Soap,3
102367,Fruit Juice,3
102367,Tissue Paper,1
102368,Jam,3
102368,Tissue Paper,2
102368,Wheat Flour,3
102369,Fruit Juice,3
102369,Coffee,1
102369,Salt,3
102369,Fish,3
102369,Soft Drink,2
102369,Sugar,1
102369,Tomato,3
102370,Tea,2
102370,Detergent,1
102370,Rice,3
102370,Yogurt,2
102370,Soft Drink,2
102371,Milk,3
102371,Dishwashing Liquid,2
102371,Soap,2
102371,Shampoo,3
102371,Onion,3
102371,Salt,3
102372,Apple,1
102372,Eggs,1
102372,Chips,1
102372,Jam,1
102373,Carrot,3
102373,Detergent,2
102373,Butter,3
102373,Toothpaste,2
102374,Salt,3
102374,Cheese,1
102374,Chicken,2
102374,Conditioner,1
102375,Chicken,3
102375,Spices,1
102375,Onion,3
102375,Cooking Oil,3
102375,Wheat Flour,3
102376,Conditioner,1
102376,Cooking Oil,1
102376,Soft Drink,1
102377,Biscuits,1
102377,Detergent,2
102377,Sugar,1
102378,Banana,3
102378,Popcorn,2
102378,Cheese,1
102379,Tea,2
102379,Detergent,1
102379,Soft Drink,1
102379,Toothbrush,1
102380,Carrot,2
102380,Detergent,1
102380,Coffee,1
102380,Chips,3
102380,Yogurt,3
102380,Wheat Flour,3
102381,Carrot,2
102381,Milk,1
102381,Eggs,1
102381,Soap,1
102381,Shampoo,1
102381,Grapes,2
102381,Conditioner,1
102382,Tea,2
102382,Eggs,1
102382,Soap,2
102383,Popcorn,1
102383,Detergent,1
102383,Bread,2
102383,Jam,1
102383,Toothbrush,3
102384,Eggs,2
102384,Potato,2
102384,Coffee,2
102384,Apple,3
102384,Grapes,2
102385,Rice,1
102385,Coffee,1
102385,Cooking Oil,2
102385,Soft Drink,2
102385,Biscuits,3
102385,Tomato,3
102386,Coffee,2
102386,Milk,1
102386,Wheat Flour,3
102386,Sugar,2
102387,Cookies,2
102387,Rice,2
102387,Spices,2
102387,Salt,1
102387,Cooking Oil,2
102388,Tea,1
102388,Biscuits,3
102388,Orange,1
102388,Soap,1
102389,Carrot,3
102389,Rice,1
102389,Cooking Oil,1
102389,Grapes,2
102389,Biscuits,3
102389,Orange,1
102390,Tea,1
102390,Yogurt,3
102390,Grapes,2
102390,Biscuits,3
102390,Conditioner,3
102391,Carrot,1
102391,Soap,1
102391,Apple,2
102391,Jam,3
102391,Conditioner,3
102391,Wheat Flour,1
102391,Toothbrush,1
102392,Cookies,3
102392,Chicken,1
102392,Eggs,3
102392,Bread,1
102392,Jam,3
102392,Butter,3
102393,Coffee,2
102393,Milk,2
102393,Sugar,3
102394,Cookies,2
102394,Apple,3
102394,Yogurt,3
102395,Tea,3
102395,Fruit Juice,1
102395,Soft Drink,2
102395,Toothbrush,2
102396,Milk,3
102396,Cheese,3
102396,Tissue Paper,3
102396,Coffee,3
102396,Salt,3
102396,Tomato,2
102396,Sugar,3
102397,Cheese,1
102397,Fish,2
102397,Fruit Juice,1
102397,Soap,1
102398,Banana,2
102398,Toothpaste,1
102398,Tea,2
102398,Fish,1
102398,Wheat Flour,3
102399,Tea,3
102399,Jam,2
102399,Popcorn,2
102399,Wheat Flour,2
102400,Shampoo,1
102400,Salt,3
102400,Grapes,1
102400,Conditioner,3
102400,Wheat Flour,3
102401,Toothpaste,1
102401,Cheese,3
102401,Tissue Paper,1
102402,Shampoo,2
102402,Onion,1
102402,Conditioner,3
102402,Fruit Juice,1
102403,Banana,2
102403,Popcorn,3
102403,Toothpaste,3
102403,Soap,1
102403,Butter,1
102403,Wheat Flour,2
102404,Fruit Juice,2
102404,Toothpaste,3
102404,Onion,2
102404,Conditioner,1
102404,Orange,3
102405,Banana,2
102405,Chocolate,2
102405,Chicken,1
102405,Spices,2
102405,Soft Drink,2
102406,Biscuits,3
102406,Yogurt,3
102406,Detergent,2
102407,Tea,3
102407,Shampoo,3
102407,Chips,2
102407,Biscuits,1
102407,Butter,3
102408,Chicken,1
102408,Detergent,2
102408,Spices,2
102408,Jam,1
102408,Cooking Oil,1
102409,Chicken,3
102409,Toothpaste,3
102409,Tissue Paper,2
102409,Cooking Oil,2
102409,Butter,3
102409,Tomato,3
102410,Banana,2
102410,Tea,3
102410,Spices,1
102410,Fish,2
102410,Biscuits,3
102410,Butter,1
102411,Chocolate,2
102411,Soap,2
102411,Yogurt,1
102411,Conditioner,2
102411,Wheat Flour,3
102412,Cookies,3
102412,Soap,1
102412,Orange,2
102412,Sugar,1
102413,Cookies,2
102413,Banana,3
102413,Fish,1
102413,Fruit Juice,1
102414,Jam,3
102414,Milk,1
102414,Popcorn,3
102415,Orange,3
102415,Banana,2
102415,Bread,1
102415,Grapes,2
102416,Milk,3
102416,Cheese,3
102416,Eggs,3
102416,Bread,2
102416,Butter,3
102417,Banana,2
102417,Yogurt,2
102417,Fish,2
102417,Orange,1
102418,Spices,2
102418,Yogurt,2
102418,Fish,3
102419,Jam,3
102419,Fish,1
102419,Sugar,2
102420,Carrot,3
102420,Fruit Juice,2
102420,Bread,1
102420,Chips,3
102420,Yogurt,3
102421,Carrot,3
102421,Tissue Paper,2
102421,Soap,1
102421,Biscuits,1
102421,Cooking Oil,3
102421,Butter,2
102422,Apple,3
102422,Eggs,3
102422,Yogurt,1
102422,Toothbrush,3
102423,Cookies,2
102423,Milk,1
102423,Chips,1
102423,Cooking Oil,2
102423,Soft Drink,3
102423,Biscuits,3
102423,Sugar,3
102424,Chicken,2
102424,Toothpaste,3
102424,Tea,2
102424,Soap,3
102424,Spices,1
102424,Cooking Oil,3
102425,Carrot,1
102425,Detergent,2
102425,Cooking Oil,2
102425,Tomato,1
102425,Orange,2
102425,Sugar,1
102426,Milk,3
102426,Banana,2
102426,Fruit Juice,3
102426,Dishwashing Liquid,2
102426,Toothpaste,2
102426,Potato,2
102427,Cookies,2
102427,Tomato,2
102427,Chocolate,1
102427,Soap,3
102428,Tissue Paper,1
102428,Toothpaste,2
102428,Sugar,2
102428,Toothbrush,3
102428,Conditioner,3
102428,Tomato,3
102429,Tissue Paper,1
102429,Rice,2
102429,Spices,3
102429,Apple,1
102429,Salt,2
102429,Cooking Oil,3
102429,Fish,3
102430,Fish,1
102430,Eggs,1
102430,Bread,3
102430,Tissue Paper,2
102431,Soap,3
102431,Jam,2
102431,Salt,1
102431,Tomato,3
102431,Wheat Flour,3
102432,Tea,3
102432,Bread,3
102432,Shampoo,3
102432,Conditioner,1
102432,Orange,1
102433,Chocolate,1
102433,Toothpaste,2
102433,Cooking Oil,2
102433,Fish,1
102433,Orange,3
102434,Dishwashing Liquid,1
102434,Shampoo,3
102434,Grapes,3
102434,Tomato,2
102434,Wheat Flour,1
102435,Fruit Juice,2
102435,Detergent,1
102435,Salt,1
102435,Yogurt,2
102435,Toothbrush,1
102436,Popcorn,3
102436,Shampoo,3
102436,Jam,2
102436,Yogurt,3
102436,Grapes,1
102436,Biscuits,3
102436,Wheat Flour,2
102437,Carrot,1
102437,Jam,3
102437,Detergent,1
102437,Onion,1
102438,Chocolate,2
102438,Chicken,3
102438,Dishwashing Liquid,3
102438,Eggs,2
102438,Salt,1
102439,Shampoo,2
102439,Carrot,2
102439,Cheese,2
102439,Conditioner,1
102440,Apple,3
102440,Cheese,3
102440,Cooking Oil,2
102440,Orange,2
102441,Carrot,1
102441,Popcorn,2
102441,Tea,2
102441,Yogurt,3
102441,Soft Drink,2
102441,Conditioner,1
102442,Shampoo,2
102442,Cookies,2
102442,Cheese,2
102442,Soap,2
102443,Spices,2
102443,Carrot,2
102443,Cooking Oil,3
102443,Wheat Flour,2
102444,Popcorn,3
102444,Chicken,3
102444,Shampoo,2
102444,Fish,1
102444,Butter,3
102444,Orange,2
102445,Apple,1
102445,Chips,2
102445,Soft Drink,2
102446,Spices,2
102446,Detergent,1
102446,Orange,1
102447,Chicken,2
102447,Eggs,1
102447,Soap,1
102447,Shampoo,2
102447,Onion,2
102448,Cookies,1
102448,Cheese,3
102448,Chocolate,3
102448,Tissue Paper,1
102449,Dishwashing Liquid,1
102449,Potato,3
102449,Onion,2
102449,Butter,3
102449,Conditioner,2
102450,Popcorn,3
102450,Toothpaste,1
102450,Cooking Oil,2
102450,Biscuits,2
102450,Tomato,1
102451,Butter,1
102451,Milk,3
102451,Eggs,1
102451,Cheese,2
102452,Potato,3
102452,Yogurt,3
102452,Tissue Paper,3
102453,Eggs,3
102453,Rice,1
102453,Conditioner,3
102453,Tissue Paper,2
102454,Eggs,2
102454,Rice,3
102454,Salt,1
102454,Yogurt,2
102454,Grapes,3
102454,Conditioner,2
102454,Wheat Flour,3
102455,Carrot,3
102455,Tissue Paper,2
102455,Rice,3
102455,Fish,1
102455,Soft Drink,2
102456,Rice,2
102456,Spices,3
102456,Salt,1
102456,Cooking Oil,3
102456,Fish,1
102457,Cookies,1
102457,Banana,1
102457,Popcorn,1
102457,Bread,2
102457,Cooking Oil,1
102457,Biscuits,2
102457,Toothbrush,1
102458,Carrot,1
102458,Chocolate,3
102458,Shampoo,3
102458,Salt,1
102458,Butter,2
102459,Spices,1
102459,Fruit Juice,1
102459,Grapes,2
102459,Conditioner,3
102460,Cookies,1
102460,Banana,3
102460,Fruit Juice,3
102460,Soap,3
102460,Apple,3
102461,Tea,1
102461,Soap,1
102461,Grapes,2
102461,Wheat Flour,1
102462,Conditioner,2
102462,Chips,1
102462,Soft Drink,3
102462,Wheat Flour,3
102462,Toothbrush,3
102463,Fruit Juice,3
102463,Detergent,3
102463,Potato,1
102463,Coffee,3
102463,Jam,3
102464,Toothpaste,2
102464,Detergent,2
102464,Yogurt,2
102464,Grapes,3
102464,Tomato,1
102465,Cookies,3
102465,Chocolate,3
102465,Dishwashing Liquid,1
102465,Tissue Paper,3
102465,Grapes,1
102466,Apple,2
102466,Chips,1
102466,Chicken,1
102466,Sugar,3
102467,Spices,3
102467,Popcorn,3
102467,Chicken,1
102468,Eggs,2
102468,Chips,3
102468,Soft Drink,2
102468,Biscuits,1
102468,Conditioner,1
102469,Onion,1
102469,Chips,2
102469,Popcorn,1
102469,Tomato,1
102470,Orange,2
102470,Chips,2
102470,Soft Drink,3
102471,Tea,2
102471,Eggs,2
102471,Jam,3
102471,Fish,3
102471,Grapes,2
102471,Wheat Flour,1
102472,Biscuits,1
102472,Detergent,2
102472,Grapes,3
102472,Tissue Paper,3
102473,Banana,2
102473,Tea,1
102473,Eggs,3
102473,Soft Drink,3
102473,Wheat Flour,2
102474,Carrot,3
102474,Fish,3
102474,Bread,3
102475,Apple,2
102475,Toothbrush,3
102475,Coffee,1
102475,Sugar,1
102476,Carrot,3
102476,Dishwashing Liquid,1
102476,Eggs,3
102476,Rice,2
102476,Shampoo,2
102476,Soft Drink,3
102477,Milk,3
102477,Eggs,3
102477,Cookies,3
102477,Onion,3
102478,Spices,3
102478,Onion,1
102478,Detergent,1
102478,Sugar,1
102479,Banana,1
102479,Bread,3
102479,Shampoo,2
102479,Jam,1
102479,Butter,1
102479,Sugar,3
102479,Tomato,2
102480,Toothpaste,1
102480,Eggs,2
102480,Bread,1
102480,Soft Drink,2
102480,Butter,3
102480,Conditioner,1
102480,Tomato,1
102481,Milk,1
102481,Chicken,3
102481,Soap,3
102481,Onion,1
102481,Salt,2
102481,Biscuits,1
102482,Tissue Paper,1
102482,Rice,1
102482,Apple,2
102482,Conditioner,2
102482,Tomato,3
102483,Carrot,2
102483,Shampoo,3
102483,Onion,3
102483,Salt,3
102483,Conditioner,1
102483,Sugar,1
102484,Cookies,3
102484,Sugar,1
102484,Chocolate,1
102484,Wheat Flour,1
102485,Banana,3
102485,Tissue Paper,3
102485,Salt,1
102485,Chips,1
102485,Soft Drink,3
102486,Tissue Paper,3
102486,Bread,1
102486,Jam,3
102486,Apple,1
102486,Butter,3
102487,Cheese,1
102487,Dishwashing Liquid,2
102487,Tissue Paper,2
102487,Spices,1
102487,Coffee,3
102487,Grapes,1
102488,Cookies,3
102488,Cheese,3
102488,Chocolate,2
102488,Tissue Paper,2
102488,Eggs,1
102488,Tomato,3
102488,Wheat Flour,2
102489,Carrot,3
102489,Fruit Juice,3
102489,Toothpaste,3
102489,Rice,3
102489,Soft Drink,1
102489,Conditioner,1
102489,Wheat Flour,3
102490,Coffee,1
102490,Chocolate,2
102490,Fruit Juice,1
102490,Toothbrush,1
102491,Bread,2
102491,Rice,3
102491,Shampoo,1
102491,Cooking Oil,2
102491,Grapes,2
102491,Conditioner,3
102491,Wheat Flour,2
102492,Dishwashing Liquid,2
102492,Eggs,2
102492,Onion,2
102492,Chips,3
102492,Tomato,3
102493,Banana,1
102493,Fruit Juice,3
102493,Spices,1
102493,Fish,3
102493,Tomato,3
102494,Carrot,2
102494,Fruit Juice,2
102494,Coffee,2
102494,Salt,1
102494,Fish,2
102494,Orange,3
102495,Rice,3
102495,Jam,3
102495,Coffee,2
102495,Onion,1
102495,Cooking Oil,3
102495,Wheat Flour,1
102496,Cheese,2
102496,Chocolate,1
102496,Conditioner,1
102497,Jam,2
102497,Eggs,1
102497,Soft Drink,1
102497,Soap,3
102498,Banana,2
102498,Cheese,3
102498,Chicken,3
102498,Chocolate,1
102498,Toothpaste,1
102498,Soap,3
102498,Wheat Flour,3
102499,Butter,1
102499,Milk,2
102499,Chips,1
102499,Detergent,2
102500,Shampoo,2
102500,Popcorn,2
102500,Rice,2
102500,Toothpaste,2
102501,Onion,3
102501,Tissue Paper,2
102501,Rice,2
102501,Wheat Flour,2
102502,Chocolate,3
102502,Rice,2
102502,Spices,3
102502,Salt,3
102502,Cooking Oil,1
102502,Tomato,1
102503,Chicken,1
102503,Spices,2
102503,Potato,2
102503,Cooking Oil,3
102503,Soft Drink,3
102503,Butter,3
102503,Wheat Flour,1
102504,Shampoo,1
102504,Detergent,1
